scenario,time,state,obs,action,value,rep,method
1,1,9,9,1,0,1,POMDP
1,2,15,15,1,0,1,POMDP
1,3,22,22,1,0,1,POMDP
1,4,31,31,8,0.11518270202020202,1,POMDP
1,5,34,34,11,0.15631938131313128,1,POMDP
1,6,33,33,10,0.13365307102272725,1,POMDP
1,7,35,35,12,0.15518606579861105,1,POMDP
1,8,33,33,10,0.12062189659801133,1,POMDP
1,9,35,35,12,0.14005542438324647,1,POMDP
1,10,34,34,11,0.12095695742189469,1,POMDP
1,11,33,33,10,0.10341819859571995,1,POMDP
1,12,34,34,11,0.10916365407325994,1,POMDP
1,13,34,34,11,0.10370547136959694,1,POMDP
1,14,32,32,9,0.07881615824089366,1,POMDP
1,15,33,33,10,0.0842347691199551,1,POMDP
1,16,35,35,12,0.09780592636705898,1,POMDP
1,17,34,34,11,0.08446875458973276,1,POMDP
1,18,32,32,9,0.06419625348819688,1,POMDP
1,19,33,33,10,0.06860974591551042,1,POMDP
1,20,32,32,9,0.057937118773097686,1,POMDP
1,21,34,34,11,0.06880032854305351,1,POMDP
1,22,33,33,10,0.05882428090431073,1,POMDP
1,23,33,33,10,0.0558830668590952,1,POMDP
1,24,32,32,9,0.04719014534768039,1,POMDP
1,25,33,33,10,0.05043446784033341,1,POMDP
1,26,33,33,10,0.04791274444831674,1,POMDP
1,27,32,32,9,0.040459650867467466,1,POMDP
1,28,32,32,9,0.03843666832409409,1,POMDP
1,29,35,35,12,0.050207897998347906,1,POMDP
1,30,33,33,10,0.039025229807806774,1,POMDP
1,31,33,33,10,0.03707396831741643,1,POMDP
1,32,34,34,11,0.039133633223939576,1,POMDP
1,33,33,33,10,0.03345925640646833,1,POMDP
1,34,32,32,9,0.02825448318768437,1,POMDP
1,35,33,33,10,0.030196978906837667,1,POMDP
1,36,34,34,11,0.03187458884610642,1,POMDP
1,37,33,33,10,0.027252773463420994,1,POMDP
1,38,33,33,10,0.02589013479024994,1,POMDP
1,39,35,35,12,0.03006132317312354,1,POMDP
1,40,32,32,9,0.020769641465067174,1,POMDP
1,41,34,34,11,0.024663949239767266,1,POMDP
1,42,33,33,10,0.02108767660000101,1,POMDP
1,43,33,33,10,0.02003329277000096,1,POMDP
1,44,34,34,11,0.02114625347944546,1,POMDP
1,45,33,33,10,0.018080046724925865,1,POMDP
1,46,32,32,9,0.015267595012159619,1,POMDP
1,47,34,34,11,0.01813026907693955,1,POMDP
1,48,34,34,11,0.017223755623092567,1,POMDP
1,49,34,34,11,0.01636256784193794,1,POMDP
1,50,33,33,10,0.013989995504856937,1,POMDP
1,51,32,32,9,0.011813773981879192,1,POMDP
1,52,32,32,9,0.01122308528278523,1,POMDP
1,53,35,35,12,0.014660155150638208,1,POMDP
1,54,33,33,10,0.011394938776177877,1,POMDP
1,55,32,32,9,0.009622392744327987,1,POMDP
1,56,33,33,10,0.010283932245500534,1,POMDP
1,57,34,34,11,0.010855261814695009,1,POMDP
1,58,33,33,10,0.009281248851564231,1,POMDP
1,59,33,33,10,0.00881718640898602,1,POMDP
1,60,33,33,10,0.008376327088536717,1,POMDP
1,61,33,33,10,0.007957510734109881,1,POMDP
1,62,33,33,10,0.007559635197404387,1,POMDP
1,63,33,33,10,0.0071816534375341665,1,POMDP
1,64,34,34,11,0.007580634184063843,1,POMDP
1,65,34,34,11,0.007201602474860651,1,POMDP
1,66,32,32,9,0.0054732178808940945,1,POMDP
1,67,33,33,10,0.005849501610205562,1,POMDP
1,68,35,35,12,0.006791921314072014,1,POMDP
1,69,32,32,9,0.004692600180631574,1,POMDP
1,70,35,35,12,0.006129708985949993,1,POMDP
1,71,33,33,10,0.004764455620897494,1,POMDP
1,72,35,35,12,0.005532062359819867,1,POMDP
1,73,33,33,10,0.004299921197859988,1,POMDP
1,74,34,34,11,0.0045388057088522095,1,POMDP
1,75,33,33,10,0.0038806788810686384,1,POMDP
1,76,35,35,12,0.00450589936746303,1,POMDP
1,77,33,33,10,0.0035023126901644456,1,POMDP
1,78,33,33,10,0.0033271970556562236,1,POMDP
1,79,33,33,10,0.003160837202873412,1,POMDP
1,80,33,33,10,0.0030027953427297417,1,POMDP
1,81,35,35,12,0.0034865790368362,1,POMDP
1,82,33,33,10,0.0027100227968135915,1,POMDP
1,83,32,32,9,0.0022884636950870328,1,POMDP
1,84,33,33,10,0.002445795574124266,1,POMDP
1,85,33,33,10,0.0023235057954180526,1,POMDP
1,86,34,34,11,0.0024525894507190556,1,POMDP
1,87,33,33,10,0.0020969639803647923,1,POMDP
1,88,32,32,9,0.001770769583419158,1,POMDP
1,89,33,33,10,0.001892509992279225,1,POMDP
1,90,34,34,11,0.0019976494362947375,1,POMDP
1,91,32,32,9,0.0015182135715840002,1,POMDP
1,92,34,34,11,0.0018028786162560006,1,POMDP
1,93,33,33,10,0.0015414612168988802,1,POMDP
1,94,35,35,12,0.0017898077462881442,1,POMDP
1,95,32,32,9,0.0012365944428899905,1,POMDP
1,96,32,32,9,0.0011747647207454909,1,POMDP
1,97,34,34,11,0.0013950331058852706,1,POMDP
1,98,33,33,10,0.001192753305531906,1,POMDP
1,99,33,33,10,0.0011331156402553107,1,POMDP
1,1,9,9,1,0,2,POMDP
1,2,14,14,1,0,2,POMDP
1,3,21,21,1,0,2,POMDP
1,4,29,29,6,0.08227335858585859,2,POMDP
1,5,34,34,11,0.15631938131313128,2,POMDP
1,6,37,37,14,0.19305443592171714,2,POMDP
1,7,33,33,10,0.12697041747159085,2,POMDP
1,8,33,33,10,0.12062189659801133,2,POMDP
1,9,34,34,11,0.12732311307567862,2,POMDP
1,10,35,35,12,0.13305265316408416,2,POMDP
1,11,35,35,12,0.12640002050587992,2,POMDP
1,12,33,33,10,0.09824728866593394,2,POMDP
1,13,33,33,10,0.09333492423263724,2,POMDP
1,14,32,32,9,0.07881615824089366,2,POMDP
1,15,34,34,11,0.09359418791106124,2,POMDP
1,16,32,32,9,0.07113158281240653,2,POMDP
1,17,32,32,9,0.0675750036717862,2,POMDP
1,18,33,33,10,0.0722207851742215,2,POMDP
1,19,32,32,9,0.060986440813787034,2,POMDP
1,20,33,33,10,0.06517925861973489,2,POMDP
1,21,33,33,10,0.06192029568874815,2,POMDP
1,22,34,34,11,0.06536031211590082,2,POMDP
1,23,32,32,9,0.049673837208084624,2,POMDP
1,24,33,33,10,0.05308891351614044,2,POMDP
1,25,31,31,8,0.03922680832025933,2,POMDP
1,26,33,33,10,0.04791274444831674,2,POMDP
1,27,33,33,10,0.045517107225900896,2,POMDP
1,28,35,35,12,0.05285041894562937,2,POMDP
1,29,33,33,10,0.041079189271375556,2,POMDP
1,30,33,33,10,0.039025229807806774,2,POMDP
1,31,34,34,11,0.041193298130462706,2,POMDP
1,32,34,34,11,0.039133633223939576,2,POMDP
1,33,34,34,11,0.037176951562742595,2,POMDP
1,34,34,34,11,0.03531810398460546,2,POMDP
1,35,31,31,8,0.023486539149762634,2,POMDP
1,36,33,33,10,0.02868712996149578,2,POMDP
1,37,32,32,9,0.024224687523040883,2,POMDP
1,38,33,33,10,0.02589013479024994,2,POMDP
1,39,34,34,11,0.027328475611930494,2,POMDP
1,40,33,33,10,0.02336584664820057,2,POMDP
1,41,33,33,10,0.022197554315790537,2,POMDP
1,42,34,34,11,0.023430751777778903,2,POMDP
1,43,34,34,11,0.02225921418888996,2,POMDP
1,44,34,34,11,0.02114625347944546,2,POMDP
1,45,31,31,8,0.01406225856383123,2,POMDP
1,46,32,32,9,0.015267595012159619,2,POMDP
1,47,33,33,10,0.016317242169245592,2,POMDP
1,48,33,33,10,0.01550138006078331,2,POMDP
1,49,32,32,9,0.013090054273550353,2,POMDP
1,50,35,35,12,0.017098883394825147,2,POMDP
1,51,34,34,11,0.01476721747734899,2,POMDP
1,52,32,32,9,0.01122308528278523,2,POMDP
1,53,33,33,10,0.011994672395976716,2,POMDP
1,54,32,32,9,0.01012883446771367,2,POMDP
1,55,32,32,9,0.009622392744327987,2,POMDP
1,56,34,34,11,0.011426591383889483,2,POMDP
1,57,33,33,10,0.009769735633225507,2,POMDP
1,58,33,33,10,0.009281248851564231,2,POMDP
1,59,32,32,9,0.007837499030209796,2,POMDP
1,60,33,33,10,0.008376327088536717,2,POMDP
