method,time,state,action,obs
msy,33,0.6511843906580235,0.1864894264325795,0.464694964225444
msy,34,0.651260130062162,0.1865111170600558,0.4647490130021062
msy,35,0.651317038938862,0.18652741490737362,0.4647896240314883
msy,36,0.6513597960996054,0.18653965991584945,0.46482013618375595
msy,37,0.6513919190701589,0.18654885945201735,0.46484305961814154
msy,38,0.6514160517753813,0.18655577069623597,0.46486028107914534
msy,39,0.6514341811947678,0.18656096268958142,0.46487321850518637
msy,40,0.651447800421548,0.18656486303152317,0.46488293739002484
msy,41,0.6514580313252601,0.1865677930086426,0.4648902383166176
msy,42,0.6514657167925196,0.1865699940110033,0.46489572278151636
msy,43,0.6514714900722423,0.18657164739158114,0.4648998426806611
msy,44,0.6514758268977794,0.18657288939326078,0.4649029375045186
msy,45,0.6514790846576598,0.18657382236674766,0.4649052622909121
msy,46,0.6514815318297599,0.1865745232000721,0.4649070086296878
msy,47,0.6514833700972003,0.18657504965224986,0.4649083204449504
msy,48,0.6514847509644547,0.1865754451118861,0.4649093058525686
msy,49,0.6514857882407572,0.18657574217223566,0.46491004606852154
msy,50,0.6514865674183365,0.18657596531698842,0.46491060210134816
msy,51,0.6514871527176808,0.18657613293792738,0.46491101977975335
msy,52,0.6514875923800807,0.18657625885063345,0.46491133352944725
msy,53,0.651487922643436,0.18657635343309673,0.46491156921033927
msy,54,0.6514881707288787,0.1865764244810404,0.46491174624783826
msy,55,0.6514883570843062,0.18657647785043513,0.46491187923387106
msy,56,0.6514884970696972,0.18657651794014807,0.4649119791295492
msy,57,0.6514886022230952,0.18657654805450147,0.46491205416859377
msy,58,0.651488681211593,0.18657657067562053,0.4649121105359725
msy,59,0.6514887405456926,0.18657658766801527,0.46491215287767734
msy,60,0.6514887851159177,0.18657660043225813,0.4649121846836596
msy,61,0.6514888185959044,0.18657661002042333,0.464912208575481
msy,62,0.6514888437451931,0.1865766172228018,0.4649122265223913
msy,63,0.6514888626366793,0.18657662263303962,0.4649122400036396
msy,64,0.651488876827468,0.18657662669706832,0.4649122501303997
msy,65,0.651488887487216,0.18657662974986,0.464912257737356
msy,66,0.6514888954945387,0.18657663204303693,0.4649122634515018
msy,67,0.6514889015094292,0.18657663376561118,0.464912267743818
msy,68,0.6514889060276569,0.1865766350595637,0.4649122709680932
msy,69,0.6514889094216307,0.18657663603154684,0.4649122733900839
msy,70,0.6514889119710947,0.18657663676167502,0.4649122752094197
msy,71,0.651488913886185,0.1865766373101281,0.46491227657605694
msy,72,0.6514889153247506,0.1865766377221117,0.4649122776026389
msy,73,0.6514889164053632,0.18657663803158292,0.4649122783737803
msy,74,0.651488917217091,0.18657663826404955,0.46491227895304144
msy,75,0.6514889178268395,0.18657663843867237,0.46491227938816715
msy,76,0.6514889182848667,0.18657663856984447,0.4649122797150222
msy,77,0.6514889186289246,0.18657663866837748,0.46491227996054707
msy,78,0.6514889188873718,0.1865766387423929,0.46491228014497893
msy,79,0.6514889190815105,0.1865766387979913,0.4649122802835192
msy,80,0.6514889192273424,0.18657663883975537,0.46491228038758703
msy,81,0.6514889193368876,0.18657663887112744,0.46491228046576016
msy,82,0.6514889194191751,0.18657663889469336,0.46491228052448175
msy,83,0.6514889194809872,0.1865766389123954,0.4649122805685918
msy,84,0.6514889195274188,0.18657663892569273,0.46491228060172607
msy,85,0.651488919562297,0.18657663893568133,0.4649122806266157
msy,86,0.6514889195884968,0.18657663894318452,0.4649122806453122
msy,87,0.6514889196081772,0.18657663894882073,0.4649122806593565
msy,88,0.6514889196229607,0.1865766389530545,0.4649122806699062
msy,89,0.6514889196340656,0.18657663895623477,0.46491228067783086
msy,90,0.6514889196424074,0.18657663895862373,0.46491228068378365
msy,91,0.6514889196486735,0.18657663896041826,0.46491228068825524
msy,92,0.6514889196533804,0.18657663896176624,0.46491228069161417
msy,93,0.6514889196569161,0.18657663896277882,0.4649122806941373
msy,94,0.6514889196595721,0.18657663896353946,0.46491228069603263
msy,95,0.6514889196615672,0.1865766389641108,0.4649122806974564
msy,96,0.6514889196630658,0.18657663896453996,0.4649122806985258
msy,97,0.6514889196641915,0.18657663896486237,0.46491228069932916
msy,98,0.6514889196650372,0.18657663896510457,0.4649122806999326
msy,99,0.6514889196656724,0.18657663896528645,0.4649122807003859
msy,100,0.6514889196661495,NA,NA
pgy,1,0.16666666666666666,0.038184663536776214,0.12848200312989044
pgy,2,0.2124627866311064,0.04867692012956805,0.16378586650153837
pgy,3,0.2665059088284473,0.06105863075506212,0.2054472780733852
pgy,4,0.327876298577602,0.07511907685721586,0.2527572217203861
pgy,5,0.3944104781618194,0.0903625884239286,0.3040478897378908
pgy,6,0.4627499676007605,0.1060197108869348,0.3567302567138257
pgy,7,0.5288355922078609,0.12116045492837378,0.4076751372794871
pgy,8,0.588782227072216,0.13489470742311804,0.4538875196490979
pgy,9,0.6397927490160137,0.14658162512667358,0.4932111238893401
pgy,10,0.6806765572602056,0.15594843189811286,0.5247281253620928
pgy,11,0.7117695152241502,0.16307207672741098,0.5486974384967392
pgy,12,0.7344188581096315,0.16826122195187804,0.5661576361577534
pgy,13,0.7503750115412671,0.17191690405264712,0.5784581074886199
pgy,14,0.761341351515598,0.17442938006554548,0.5869119714500526
pgy,15,0.7687467033640515,0.17612600527777333,0.5926206980862782
pgy,16,0.773686752800786,0.17725781003135382,0.5964289427694323
pgy,17,0.7769550370167094,0.17800660003011937,0.5989484369865901
pgy,18,0.7791053421000231,0.1784992520867659,0.6006060900132573
pgy,19,0.7805149010024406,0.17882219328131035,0.6016927077211303
pgy,20,0.7814366526183889,0.17903337393322716,0.6024032786851617
pgy,21,0.7820384550710586,0.17917125167825196,0.6028672033928066
pgy,22,0.7824309572424138,0.17926117705835587,0.603169780184058
pgy,23,0.7826867775266378,0.17931978752722974,0.6033669899994081
pgy,24,0.7828534390332548,0.17935797100855794,0.6034954680246969
pgy,25,0.7829619840984586,0.17938283954931825,0.6035791445491404
pgy,26,0.7830326651599916,0.1793990331446366,0.603633632015355
pgy,27,0.7830786847518345,0.17940957660042034,0.6036691081514142
pgy,28,0.783108645162732,0.1794164407696776,0.6036922043930544
pgy,29,0.7831281494541361,0.17942090935850633,0.6037072400956298
pgy,30,0.7831408463594404,0.17942381832084833,0.6037170280385921
pgy,31,0.7831491116097236,0.17942571195565502,0.6037233996540685
pgy,32,0.7831544919272203,0.179426944629335,0.6037275472978854
pgy,33,0.7831579942465591,0.1794277470386483,0.6037302472079108
pgy,34,0.7831602740685502,0.17942826936406223,0.603732004704488
pgy,35,0.783161758104479,0.17942860936853794,0.603733148735941
pgy,36,0.7831627241259363,0.17942883069176385,0.6037338934341725
pgy,37,0.7831633529489133,0.17942897476012665,0.6037343781887866
pgy,38,0.783163762275126,0.17942906854002888,0.6037346937350971
pgy,39,0.7831640287218613,0.17942912958510251,0.6037348991367588
pgy,40,0.7831642021625737,0.17942916932175398,0.6037350328408196
pgy,41,0.7831643150619552,0.17942919518790337,0.6037351198740518
pgy,42,0.7831643885525889,0.1794292120251941,0.6037351765273947
pgy,43,0.7831644363905175,0.17942922298524536,0.6037352134052721
pgy,44,0.7831644675300942,0.1794292301195709,0.6037352374105233
pgy,45,0.7831644878000601,0.17942923476358189,0.6037352530364782
pgy,46,0.7831645009945716,0.17942923778654976,0.6037352632080218
pgy,47,0.7831645095833937,0.17942923975431746,0.6037352698290762
pgy,48,0.7831645151741928,0.17942924103521415,0.6037352741389787
pgy,49,0.7831645188134619,0.17942924186899975,0.6037352769444622
pgy,50,0.783164521182404,0.1794292424117433,0.6037352787706607
pgy,51,0.7831645227244407,0.17942924276503622,0.6037352799594045
pgy,52,0.7831645237282124,0.17942924299500831,0.6037352807332041
pgy,53,0.7831645243816067,0.17942924314470615,0.6037352812369006
pgy,54,0.7831645248069264,0.17942924324215032,0.6037352815647761
pgy,55,0.7831645250837835,0.1794292433055805,0.603735281778203
pgy,56,0.7831645252640007,0.1794292433468697,0.603735281917131
pgy,57,0.783164525381311,0.17942924337374638,0.6037352820075645
pgy,58,0.7831645254576729,0.17942924339124153,0.6037352820664313
pgy,59,0.7831645255073798,0.17942924340262978,0.60373528210475
pgy,60,0.7831645255397359,0.17942924341004282,0.6037352821296931
pgy,61,0.7831645255607977,0.17942924341486824,0.6037352821459295
pgy,62,0.7831645255745078,0.1794292434180093,0.6037352821564985
pgy,63,0.7831645255834323,0.179429243420054,0.6037352821633784
pgy,64,0.7831645255892415,0.17942924342138494,0.6037352821678565
pgy,65,0.783164525593023,0.1794292434222513,0.6037352821707717
pgy,66,0.7831645255954844,0.17942924342281524,0.6037352821726691
pgy,67,0.7831645255970867,0.17942924342318234,0.6037352821739044
pgy,68,0.7831645255981297,0.1794292434234213,0.6037352821747084
pgy,69,0.7831645255988087,0.17942924342357686,0.6037352821752318
pgy,70,0.7831645255992505,0.17942924342367808,0.6037352821755725
pgy,71,0.7831645255995383,0.17942924342374403,0.6037352821757943
pgy,72,0.7831645255997256,0.17942924342378694,0.6037352821759386
pgy,73,0.7831645255998474,0.17942924342381483,0.6037352821760326
pgy,74,0.7831645255999267,0.17942924342383298,0.6037352821760937
pgy,75,0.7831645255999784,0.17942924342384484,0.6037352821761336
pgy,76,0.783164525600012,0.17942924342385255,0.6037352821761595
pgy,77,0.7831645256000339,0.17942924342385758,0.6037352821761763
pgy,78,0.7831645256000481,0.17942924342386082,0.6037352821761873
pgy,79,0.7831645256000574,0.17942924342386296,0.6037352821761945
pgy,80,0.7831645256000636,0.17942924342386435,0.6037352821761992
pgy,81,0.7831645256000674,0.17942924342386524,0.6037352821762022
pgy,82,0.78316452560007,0.17942924342386582,0.6037352821762042
pgy,83,0.7831645256000717,0.1794292434238662,0.6037352821762054
pgy,84,0.7831645256000728,0.17942924342386646,0.6037352821762063
pgy,85,0.7831645256000734,0.17942924342386662,0.6037352821762068
pgy,86,0.7831645256000739,0.1794292434238667,0.6037352821762072
pgy,87,0.7831645256000742,0.1794292434238668,0.6037352821762074
pgy,88,0.7831645256000743,0.17942924342386682,0.6037352821762075
pgy,89,0.7831645256000744,0.17942924342386685,0.6037352821762076
pgy,90,0.7831645256000745,0.17942924342386687,0.6037352821762076
pgy,91,0.7831645256000745,0.17942924342386687,0.6037352821762076
pgy,92,0.7831645256000745,0.17942924342386687,0.6037352821762076
pgy,93,0.7831645256000745,0.17942924342386687,0.6037352821762076
pgy,94,0.7831645256000745,0.17942924342386687,0.6037352821762076
pgy,95,0.7831645256000745,0.17942924342386687,0.6037352821762076
pgy,96,0.7831645256000745,0.17942924342386687,0.6037352821762076
pgy,97,0.7831645256000745,0.17942924342386687,0.6037352821762076
pgy,98,0.7831645256000745,0.17942924342386687,0.6037352821762076
pgy,99,0.7831645256000745,0.17942924342386687,0.6037352821762076
pgy,100,0.7831645256000745,NA,NA
det,1,0.16666666666666666,0,0.16666666666666666
det,2,0.2708333333333333,0,0.2708333333333333
det,3,0.4189453125,0,0.4189453125
det,4,0.601517915725708,0.1366056350239538,0.4649122807017542
det,5,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,6,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,7,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,8,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,9,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,10,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,11,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,12,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,13,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,14,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,15,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,16,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,17,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,18,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,19,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,20,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,21,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,22,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,23,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,24,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,25,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,26,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,27,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,28,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,29,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,30,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,31,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,32,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,33,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,34,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,35,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,36,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,37,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,38,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,39,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,40,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,41,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,42,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,43,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,44,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,45,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,46,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,47,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,48,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,49,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,50,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,51,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,52,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,53,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,54,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,55,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,56,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,57,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,58,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,59,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,60,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,61,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,62,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,63,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,64,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,65,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,66,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,67,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,68,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,69,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,70,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,71,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,72,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,73,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,74,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,75,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,76,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,77,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,78,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,79,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,80,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,81,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,82,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,83,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,84,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,85,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,86,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,87,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,88,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,89,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,90,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,91,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,92,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,93,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,94,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,95,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,96,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,97,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,98,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,99,0.6514889196675898,0.1865766389658356,0.4649122807017542
det,100,0.6514889196675898,NA,NA
